date,radiation_avg,precip,wind_avg,wind_max,temp_avg,temp_max,temp_min,humidity_avg
22/02/2016 00:00,51,1.4,3.7,8.6,7.01,11.89,2.38,78.68
23/02/2016 00:00,76,0,2.3,4.8,3.86,8.3,-3.72,81.54
24/02/2016 00:00,91,0,0.5,2.3,0.11,6.89,-5.12,84.28
25/02/2016 00:00,88,0.2,1.4,4.7,0.92,6.17,-5.26,78.1
26/02/2016 00:00,48,0,1.6,3.5,2.71,5.66,-0.15,71.12
27/02/2016 00:00,77,0,3.2,6.9,3.38,8.2,0.28,71.1
28/02/2016 00:00,72,0,2.9,6.5,3.57,8.94,0.82,76.77
29/02/2016 00:00,89,0.2,1.1,4.7,2.62,8.63,-5.87,79.09
01/03/2016 00:00,40,6.6,5.6,8.3,8.34,13.85,3.44,87.73
02/03/2016 00:00,45,7.6,4.7,9.9,4.62,7.89,1.4,83.11
03/03/2016 00:00,102,0,4.4,9.2,5.42,8.81,1.93,81.01
04/03/2016 00:00,111,3,3.6,7.4,4.34,8.08,-0.66,78.07
05/03/2016 00:00,44,7,3.5,8.2,2.67,6.5,-0.74,90
06/03/2016 00:00,67,0.6,2.9,5.3,2.46,6.29,0.64,90.3
07/03/2016 00:00,63,0,3.2,7.3,2.5,5.86,-0.74,85.9
08/03/2016 00:00,59,0.2,2.6,5.3,2.93,8.03,-3.23,86.37
09/03/2016 00:00,28,10,4.5,8,6.45,7.51,5.21,94.5
10/03/2016 00:00,68,0,1.1,2.6,6.11,11.11,0.86,89.55
11/03/2016 00:00,112,0.2,0.4,2.3,2.39,10.82,-2.92,90.17
12/03/2016 00:00,65,0,1.1,3.2,4.96,9.82,0.58,90.87
13/03/2016 00:00,123,0.2,1.7,4.7,2.96,10.7,-1.97,88.34
14/03/2016 00:00,148,0,3.5,6.8,6.11,12.09,2.54,74.54
15/03/2016 00:00,32,0,2.8,5,5.98,7.66,2.43,92.76
16/03/2016 00:00,101,0,3.8,7.3,6.48,10.76,2.13,80
17/03/2016 00:00,130,0,2.1,4.4,4.61,12.31,-1.61,84.98
18/03/2016 00:00,37,0.2,2.4,5.3,5.21,7.61,1.9,92.44
19/03/2016 00:00,59,0,3.2,5.9,6.35,8.22,5.14,83.65
20/03/2016 00:00,103,0,2.3,5.1,7.14,11.75,4.47,83.16
21/03/2016 00:00,74,0,2.3,6.4,6.63,9.4,2.34,83.33
22/03/2016 00:00,130,0,1,3.5,5.22,13.01,-3.19,83.05
23/03/2016 00:00,34,0,1,2.6,5.19,8.97,-2.12,87.53
24/03/2016 00:00,61,3.2,3.2,5.7,7.52,11.01,3.71,86.3
25/03/2016 00:00,179,2,2.6,5,9.06,14.06,3.23,78.89
26/03/2016 00:00,65,3.8,6.3,10.5,9.48,14.01,5.36,85.6
27/03/2016 00:00,130,2.4,5.4,9.6,8.01,11.84,5.12,81.32
28/03/2016 00:00,122,9.4,7.8,14.9,8.22,11.95,3.89,77.57
29/03/2016 00:00,135,2.8,4.1,8.3,6.64,11.82,1.66,80.72
30/03/2016 00:00,159,0.2,2.5,5.5,6.78,12.26,2.33,79.42
31/03/2016 00:00,172,0,1.6,4.5,6.33,12.89,0.22,78.02
01/04/2016 00:00,128,0.2,2.9,6.4,6.32,13.08,-2.74,76.62
02/04/2016 00:00,177,1.4,3.6,6.4,9.88,15.24,6.41,67.58
03/04/2016 00:00,136,5.2,2.8,6.5,10.74,15.39,6.93,84.08
04/04/2016 00:00,113,0,2.8,6.7,10.32,14.47,7.25,86.92
05/04/2016 00:00,170,0,2.8,6.6,9.41,14.24,4.05,77.69
06/04/2016 00:00,139,1.2,5.1,10,7.85,13.86,2.68,75.51
07/04/2016 00:00,78,2.2,3.5,6.2,7.06,11.62,4.35,81.87
08/04/2016 00:00,102,0.2,0.7,2.3,6.98,12.76,0.07,89.14
09/04/2016 00:00,80,2.2,2.7,5.8,7.85,12.2,2.87,84.42
10/04/2016 00:00,163,0.2,3.7,7.8,6.23,12.13,-1.93,76.65
11/04/2016 00:00,152,1.2,4.6,8.5,11.33,15.8,7.67,80.3
12/04/2016 00:00,93,1.6,1.8,6.4,9.53,14.01,5.07,89.61
13/04/2016 00:00,203,0.2,0.8,2.6,9.82,16.93,0.7,76.77
14/04/2016 00:00,149,8.6,1.5,6.9,9.94,17.41,5.31,86.26
15/04/2016 00:00,40,6.8,2.7,5,7.71,9.5,6.3,97.91
16/04/2016 00:00,87,6.6,3,6.5,4.55,9.28,0.98,89.4
17/04/2016 00:00,208,0.2,1.8,4.1,5.58,13.12,-0.63,77.34
18/04/2016 00:00,99,0,2.9,5.9,7.64,12.08,1.93,78.66
19/04/2016 00:00,208,0,1.9,4.9,9.25,14.14,2.55,71.24
20/04/2016 00:00,240,0,2.6,5.6,7.23,14.22,-1.16,75.93
21/04/2016 00:00,167,0,3.3,5.7,8.79,15.13,2.04,72.95
22/04/2016 00:00,78,0,3.1,5.5,8.08,10.7,5.87,77.31
23/04/2016 00:00,165,0.4,2.6,6.8,6,10.07,2.48,77.56
24/04/2016 00:00,135,0.8,2.4,6,5.36,9.24,1.97,75.72
25/04/2016 00:00,74,2.6,3.1,7,5.5,10.09,1.36,89.14
26/04/2016 00:00,162,1.8,4.7,8.6,4.39,9.85,0.13,76.84
27/04/2016 00:00,159,1.6,3,5.6,4.73,11.24,0.59,81.62
28/04/2016 00:00,172,5.4,2.9,6.9,5.02,11.45,-2.54,78.7
29/04/2016 00:00,214,0,4.6,8.9,6.6,11.64,1.51,70.52
30/04/2016 00:00,210,0,2.1,8,6.1,13.27,-1.73,75.71
01/05/2016 00:00,231,0,2.3,5.3,8.93,16.47,-2.47,68.87
02/05/2016 00:00,121,1.6,4,7.5,11.99,18.2,6.13,82.71
03/05/2016 00:00,211,0.2,2.4,4.8,8.89,15.23,2.69,74.23
04/05/2016 00:00,250,0,2.2,5.3,10.25,18.09,-0.04,70.02
05/05/2016 00:00,260,0,2.3,5.7,12.07,20.1,2.63,64.1
06/05/2016 00:00,221,0,1.9,5.1,14,22.7,4.71,65.47
07/05/2016 00:00,199,0,2.4,6.5,16.45,23.76,8.83,69.97
08/05/2016 00:00,254,0,3.1,6.4,18.95,26.8,9.44,57.86
09/05/2016 00:00,254,0.6,4.3,8.1,18.11,23.58,12.56,63.66
10/05/2016 00:00,50,4,3,6.8,15.08,16.87,13.32,94.6
11/05/2016 00:00,122,3.6,3,5.5,15.57,19.96,13.16,93.52
12/05/2016 00:00,269,0,3.7,6.8,15.6,23.96,9.76,80.7
13/05/2016 00:00,149,0,4.7,6.3,10.93,14.27,7.88,82.62
14/05/2016 00:00,148,0,2.7,4.9,8.1,12.95,2.65,70.07
15/05/2016 00:00,231,0,1.3,4.5,8.42,16.19,-1.09,74.31
16/05/2016 00:00,205,0,1.4,4.4,10.65,17.17,2.5,74.28
17/05/2016 00:00,236,0,2.2,5.5,11.76,18.75,1.92,75.05
18/05/2016 00:00,89,2.4,2.7,5,12.3,14.54,10.52,87.34
19/05/2016 00:00,145,0,2.3,4.7,13.55,17.72,10.08,83.06
20/05/2016 00:00,170,0,3.1,5.4,15.11,18.65,12.78,73.11
21/05/2016 00:00,123,0.2,3.8,6.6,15.1,19.27,12.57,82.35
22/05/2016 00:00,230,2.8,1.7,4.7,14.25,19.14,10.35,76.21
23/05/2016 00:00,219,1.8,2.5,5.1,12.59,18.42,6.49,80.07
24/05/2016 00:00,226,0.2,3.1,5.9,10.82,16.43,4.53,75.75
25/05/2016 00:00,59,0,2.1,4,9.77,12.44,8.08,87.42
26/05/2016 00:00,157,0,1,2.9,12.6,18.38,8.59,81.13
27/05/2016 00:00,266,0,2.2,4.7,13.04,19.75,5.55,78.32
28/05/2016 00:00,193,0,1.9,4.4,13.1,20.39,7.06,79.54
29/05/2016 00:00,176,0,3.1,5.5,12.03,17.33,7.07,88.91
30/05/2016 00:00,80,0,4.9,6.8,12.59,15.34,10.54,87.34
31/05/2016 00:00,21,29.2,5.4,8.3,11.29,11.71,10.54,94.67
01/06/2016 00:00,27,1.8,5.5,7.6,11.22,11.72,10.22,99.19
02/06/2016 00:00,73,0,4.9,6.8,10.14,11.44,8.95,92.59
03/06/2016 00:00,63,0,2.7,4.4,10.39,12.51,8.57,94.19
04/06/2016 00:00,110,0,2.2,4.1,13.36,19.43,10.57,95.46
05/06/2016 00:00,253,0,2.4,3.5,14.47,20.72,9.24,82.98
06/06/2016 00:00,280,0,1.4,2.9,15.35,24.89,7.35,78.74
07/06/2016 00:00,253,0.2,0.7,3,17.52,27.06,7.24,75.99
08/06/2016 00:00,284,0.4,1.8,4.3,17.79,23.94,10.25,81.02
09/06/2016 00:00,214,0,0.9,2.3,14.84,22.73,9.95,83.02
10/06/2016 00:00,212,0,1.2,3.2,16.09,22.79,8.63,79.98
11/06/2016 00:00,180,2.8,1.1,3.6,16.88,22.64,11.72,79.49
12/06/2016 00:00,132,7.2,1.3,3,16.54,18.99,14.75,90.97
13/06/2016 00:00,72,6.2,1.4,4.1,15.31,17.36,13.68,96.05
14/06/2016 00:00,158,3.4,1.2,4.4,15.43,21.42,13.14,90.2
15/06/2016 00:00,219,1.8,1.6,5.7,15.18,21.72,10.6,84.72
16/06/2016 00:00,159,9.8,0.9,3.5,14.19,21.69,9.41,88.99
17/06/2016 00:00,151,0,1.7,3.8,14.5,18.91,12.15,88.59
18/06/2016 00:00,93,0.8,1.8,3.3,12.97,17.06,11.38,88.38
19/06/2016 00:00,193,2.8,1.7,3.9,15.57,21.27,9.02,84.38
20/06/2016 00:00,95,14.8,2.4,4.8,16.66,22.07,11.45,91.78
21/06/2016 00:00,191,0,1.2,3.5,16.58,21.88,11.99,83.59
22/06/2016 00:00,86,1.6,1,3.1,17.06,21.97,12.78,92.32
23/06/2016 00:00,88,18.2,0.7,3,19,24.34,14.95,94.99
24/06/2016 00:00,229,3.2,2,4.4,16.24,22.31,11.76,85.33
25/06/2016 00:00,190,0.2,1.3,4.5,14.27,20.88,9.04,85.54
26/06/2016 00:00,221,1,2.5,4.6,15.04,21.11,9.38,84.9
27/06/2016 00:00,196,0.2,2.4,5,16.23,20.12,11.06,78.01
28/06/2016 00:00,197,4.6,1.1,3.5,13.65,20.94,6.5,84.1
29/06/2016 00:00,112,2.6,3.1,5.9,13.87,17.45,9.87,90.61
30/06/2016 00:00,210,0.2,2.1,4,16.16,21.37,10.87,81.48
01/07/2016 00:00,179,1,3.4,6.2,16.2,20.49,11.23,76.81
02/07/2016 00:00,209,0.2,3.3,6.6,14.02,19.45,8.75,74.53
03/07/2016 00:00,247,0,1.5,3.4,15.72,22.3,9.89,73.62
04/07/2016 00:00,203,0,1.6,4.2,16.21,23.38,6.71,77.42
05/07/2016 00:00,151,0,2.9,6.3,16.14,21.09,9.23,75.58
06/07/2016 00:00,226,0,1.1,3.2,14.55,21.17,7.49,76.73
07/07/2016 00:00,179,0,1.6,4.1,17.38,22.83,11.17,78.55
08/07/2016 00:00,143,0.4,2.7,6.5,17.81,23.48,12.72,79.04
09/07/2016 00:00,119,0.8,2.4,5.6,18.03,24.19,12.69,85.17
10/07/2016 00:00,153,0.2,3.4,7.4,19.15,23.5,15.75,78.72
11/07/2016 00:00,155,0.6,3.9,7.3,17.38,22.07,13.45,77.99
12/07/2016 00:00,130,1.8,1.1,4.1,14.84,19.91,11.89,84.36
13/07/2016 00:00,182,1.8,1.9,4,14.58,19.75,10.67,77.78
14/07/2016 00:00,186,0,1.2,3.2,14.81,21.28,7.27,74.47
15/07/2016 00:00,165,0,2,4.4,14.82,20.52,6.46,81.64
16/07/2016 00:00,185,0,3,5,20.6,26.53,15.18,79.9
17/07/2016 00:00,223,0,2.2,5.5,21.36,27.74,13.65,73.83
18/07/2016 00:00,267,0,0.6,2.3,20.41,29.45,8.53,67.33
19/07/2016 00:00,264,0,2.2,5.3,23.11,32.18,11.57,66.81
20/07/2016 00:00,198,6.6,2.7,6.2,23.2,30.11,17.4,71.98
21/07/2016 00:00,210,0,1.5,5.1,19.5,25.37,14.83,73.01
22/07/2016 00:00,128,0,0.4,3.2,19.39,25.65,14.42,76.72
23/07/2016 00:00,247,0,1,3.7,20.29,28.56,10.8,73
24/07/2016 00:00,207,0,1.9,4.5,20.33,27.47,12.61,73.48
25/07/2016 00:00,182,0,2.2,4.7,18.62,23.44,13.09,68.7
26/07/2016 00:00,177,0,1.5,3.5,18.1,22.58,10.57,70.8
27/07/2016 00:00,143,1.6,2.2,4.4,18.98,25.21,14.79,76.98
28/07/2016 00:00,144,3.8,1.5,4,16.51,22.43,11.27,80.15
29/07/2016 00:00,147,0.2,1.3,3.8,18.84,24.53,14.92,79.62
30/07/2016 00:00,187,3,0,0.3,17.22,22.78,10.96,78.66
31/07/2016 00:00,193,0,0.1,1.9,15.45,22.48,8.53,71.56
01/08/2016 00:00,183,0,0,0.9,15.6,22.04,8.53,73.43
02/08/2016 00:00,69,0,0,0.5,17.63,21.44,13.57,95.85
03/08/2016 00:00,208,0,0.2,2.1,20.45,25.4,16.57,70.86
04/08/2016 00:00,150,0,0.1,4.4,17.7,27.01,13.55,73.96
05/08/2016 00:00,178,0,0,0.2,18.87,31.2,9.68,68.9
06/08/2016 00:00,242,0,0.7,2.9,21.69,31.85,11.23,57.7
07/08/2016 00:00,260,0,1.2,4.1,22.4,30.78,15.37,61.46
08/08/2016 00:00,171,0,0.1,1.4,17.32,27.07,7.47,58.42
09/08/2016 00:00,223,0,0,0.4,15.21,27.53,7.18,64.74
10/08/2016 00:00,203,0,0,2,15.56,27.62,5.75,70.33
11/08/2016 00:00,63,0,0,0,17.94,27.84,13.19,90.8
12/08/2016 00:00,115,0,0,0,23.14,38.95,12.44,70.2
13/08/2016 00:00,88,0,0,0,20.38,38.61,10.88,73.81
14/08/2016 00:00,67,0,0,0,17.99,30.98,7.27,74.8
15/08/2016 00:00,111,0,0,0,18.28,37.05,5.56,71.56
16/08/2016 00:00,85,0,0,0,17.27,38.41,5.71,75.12
17/08/2016 00:00,92,0,0,0,18.61,39.69,5.84,72.38
18/08/2016 00:00,81,0,0,0,20.02,39.09,9.36,73.42
19/08/2016 00:00,36,0,0,0,15.59,24.19,8.3,95.93
20/08/2016 00:00,62,0,0,0,17.3,28.93,12.22,84.11
21/08/2016 00:00,69,0,0,0,19.04,34.13,13.31,82.93
22/08/2016 00:00,63,0,0,0,20.18,30.68,14.08,88.21
23/08/2016 00:00,95,0,0,0,22.93,37.28,10.96,70.03
24/08/2016 00:00,100,0,0,0,23.01,39.69,12.6,75.76
25/08/2016 00:00,65,0,0,0,20.62,33.8,14.57,93.05
26/08/2016 00:00,94,0,0,0,20.95,36.49,11.07,76.99
27/08/2016 00:00,58,0,0,0,19.23,35.35,8.14,80.28
28/08/2016 00:00,56,0,0,0,19.92,34.14,13.19,86.15
29/08/2016 00:00,80,0,0,0,17.47,36.16,7.79,81.43
30/08/2016 00:00,87,0,0,0,19.2,36.26,6.47,71.59
31/08/2016 00:00,19,0,0,0,20.19,34.36,7.54,63.76
01/09/2016 00:00,0,0,0,0,16.39,18.8,15.1,52.71
07/09/2016 00:00,0,2.8,0,0.6,24.87,29.86,23.37,68.06
08/09/2016 00:00,0,0,0,0,22.57,23.35,21.85,70
07/10/2016 00:00,55,0.6,1.9,4.7,13.87,15.91,11.78,82.15
08/10/2016 00:00,44,0.4,1.6,3.8,13.03,16.3,10.61,83.37
09/10/2016 00:00,74,0.4,1.8,5.6,10.55,16.54,6.89,83.6
10/10/2016 00:00,75,0.4,1.9,4.5,8.37,13.67,3.66,90.78
11/10/2016 00:00,75,0.2,0.9,3.2,7.93,16.06,-1.58,90.01
12/10/2016 00:00,44,2,2.2,4.5,10.87,14.02,7.3,94.39
13/10/2016 00:00,56,0.2,2.9,6.6,9.14,12.63,5.42,87.37
14/10/2016 00:00,61,0,2.5,5.9,10.48,13.85,6.88,85.78
15/10/2016 00:00,68,3,2.1,5.7,12.03,15.71,8.74,88.79
16/10/2016 00:00,58,4.2,3.2,8.7,11.87,17.87,4.76,91.8
17/10/2016 00:00,84,0.2,2.7,6.2,12.46,17.48,8.42,83.78
18/10/2016 00:00,60,14,3.9,6.9,10.13,13.37,7.41,85.47
19/10/2016 00:00,57,0.2,4,6.4,10.7,13,8.56,86.18
20/10/2016 00:00,53,2.8,3.3,5.6,10.59,13.71,8.18,92.61
21/10/2016 00:00,38,1.8,2.3,3.9,9.25,12,7.45,96.65
22/10/2016 00:00,67,0,1.7,4.1,9.55,14.12,6.13,89.99
23/10/2016 00:00,60,0.2,1.6,4.9,7.88,13.09,2.21,89.4
24/10/2016 00:00,54,0,1.8,5,9.18,13.45,4.58,87.78
25/10/2016 00:00,51,0,0.3,2,7.43,13.44,0.86,93.8
26/10/2016 00:00,41,0.2,1.9,4.5,10.46,15.66,5.63,93.72
27/10/2016 00:00,53,0.2,2.7,5.3,10.96,14.67,4.61,90.14
28/10/2016 00:00,45,0,2.4,4.7,13.03,17.03,8.31,87.64
29/10/2016 00:00,33,0,0.1,1.4,12.55,16.43,9.4,94.92
30/10/2016 00:00,36,0.2,0.7,2.2,9.3,13.28,5,98.99
31/10/2016 00:00,29,0.4,0.3,1.5,9.06,11.97,4.31,99.3
01/11/2016 00:00,17,0.2,1.2,4.6,7.44,11.31,2.45,95.78
02/11/2016 00:00,68,0.4,1.6,4.3,3.77,9.97,-1.54,89.46
03/11/2016 00:00,52,0.2,1.5,4.4,4.45,10.7,-2.36,87.31
04/11/2016 00:00,18,1.2,1.5,4.4,7.13,10.23,0.75,94.26
05/11/2016 00:00,45,0.2,3.5,8.3,4.37,9.27,-1.38,87.6
06/11/2016 00:00,39,10.4,4.3,7,4.09,7.33,0.8,88.69
07/11/2016 00:00,46,1,3,5.5,5.54,8.73,0.7,88.14
08/11/2016 00:00,49,0.4,1.6,3.4,2.09,5.9,-1.99,92.41
09/11/2016 00:00,9,9.6,2.8,6,4,5.83,1.01,97.05
10/11/2016 00:00,30,2.2,2.1,7.4,4.46,10.25,-0.69,94.67
11/11/2016 00:00,52,0.2,1.4,4.4,4.36,10.69,-0.16,93.23
12/11/2016 00:00,8,9.6,3.7,7.1,7.28,9.01,3.91,94.09
13/11/2016 00:00,40,0,1.5,3.5,6.73,9.9,3.97,96.71
14/11/2016 00:00,19,1.2,2.4,4.7,9.28,11.95,4.82,98.74
15/11/2016 00:00,16,1,2.4,4.1,12.98,15.32,10.88,98.92
16/11/2016 00:00,37,0.4,3.5,7.2,11.29,13.15,6.85,90.86
17/11/2016 00:00,19,4.4,3.9,10.7,7.23,10.84,3.81,86.88
18/11/2016 00:00,38,0,3.8,5.9,4.51,6.86,1.36,83.84
19/11/2016 00:00,32,1,2.2,4.7,3.3,6.47,0.66,94.05
20/11/2016 00:00,12,9.2,3.6,6.9,6.31,7.78,4.63,99.09
21/11/2016 00:00,7,11.6,3.8,8.4,8.24,12.63,4.81,97.22
22/11/2016 00:00,31,5.6,5.1,9.8,9.5,11.89,4.31,87.46
23/11/2016 00:00,26,0,1.4,3.3,6.14,9.8,2.55,98.22
24/11/2016 00:00,17,0,3.9,6.8,8.53,9.9,5.53,83.09
25/11/2016 00:00,36,0,2.7,5,6.24,10.7,3.95,90.18
26/11/2016 00:00,33,0.4,1.4,3.2,5.22,10.15,0.17,97.07
27/11/2016 00:00,22,0,1.6,4.9,6.61,9.4,4.87,88.35
28/11/2016 00:00,33,0,1.8,4.9,4.58,8.57,-0.52,81.38
29/11/2016 00:00,34,0.2,0.1,1.4,-0.58,6.57,-5.16,93.53
30/11/2016 00:00,33,0.4,1.1,2.9,-0.45,5.94,-5.82,95.51
01/12/2016 00:00,30,0,1.7,4.9,3.44,9.4,-0.84,96.21
02/12/2016 00:00,15,0,0.5,1.6,5.84,8,3.84,97.82
03/12/2016 00:00,21,0,1.2,3.3,5.44,8.42,3.58,86.81
04/12/2016 00:00,29,0,1.6,5,2.81,7.82,-1.42,89.4
05/12/2016 00:00,26,0.6,0.3,1.6,0.64,5.68,-3.03,98.72
06/12/2016 00:00,19,0.2,0.5,2.6,2.88,8.22,-2.68,99.33
07/12/2016 00:00,19,0.2,2.8,5.7,9.75,12.55,6.54,96.92
08/12/2016 00:00,12,0,3.1,6.7,10.91,14.46,6.08,97.28
09/12/2016 00:00,18,0.2,3.6,6.5,12.25,14.76,9.09,92.62
10/12/2016 00:00,9,17.4,2.1,7.1,10.87,12.45,7.99,98.99
11/12/2016 00:00,23,0.2,2.6,4.6,6.68,9.65,3.63,97.93
12/12/2016 00:00,11,2.8,1.8,4.3,5.93,9.65,-0.25,99.03
13/12/2016 00:00,10,0.2,1.8,4.1,9.03,11.72,2.66,99.28
14/12/2016 00:00,22,0.2,2.3,4.4,9.47,12.26,5.57,96.4
15/12/2016 00:00,16,0,2.5,5,7.04,9.69,2.59,99.04
16/12/2016 00:00,10,0.2,0.7,2.7,6.75,9.4,1.61,99.29
17/12/2016 00:00,11,0.4,0.9,2.6,5.14,7.41,2.58,99.32
18/12/2016 00:00,17,0,1.2,2.9,5.27,8.26,2.33,99.3
19/12/2016 00:00,8,0.2,0.5,2,4.78,5.85,3.33,99.34
20/12/2016 00:00,17,0.2,1.3,4.1,3.83,6.7,0.84,97.76
21/12/2016 00:00,11,0,3.1,5.9,7.53,10.79,2.87,96.17
22/12/2016 00:00,23,0.2,1.8,4.4,4.17,9.29,-0.87,93.02
23/12/2016 00:00,13,4.2,4.5,9.8,7.42,10.85,3.12,94.24
24/12/2016 00:00,16,0,5.1,7.3,7.5,9.93,4.96,83.16
25/12/2016 00:00,19,0,6.4,9.2,11.67,14.42,9.49,86.17
26/12/2016 00:00,24,1.8,4.2,7.1,6.38,12.26,1.93,79.12
27/12/2016 00:00,23,0,0.7,4,0.84,5.81,-3.72,94.91
28/12/2016 00:00,19,0.6,0.3,4.8,-1.64,4.39,-5.72,99.29
29/12/2016 00:00,27,0.6,0.3,2.3,-0.01,6.43,-4.91,96.4
30/12/2016 00:00,16,0.4,1.1,3.2,0.91,4.03,-3.26,99.33
31/12/2016 00:00,15,0.2,2.3,4.7,6.15,8.71,1.96,99.25
01/01/2017 00:00,5,10.4,3.1,6.1,5.62,7.95,2.57,98.59
02/01/2017 00:00,25,0.2,2,3.8,1.24,4.21,-1.64,96.38
03/01/2017 00:00,25,0.4,3.1,5.9,2.35,5.73,-2.39,93.48
04/01/2017 00:00,18,0.4,3.4,5.5,4.78,6.71,1.09,86.97
05/01/2017 00:00,28,0,1,3.2,0.69,5.15,-3.25,94.1
06/01/2017 00:00,11,2.2,2.1,4.9,0.9,5.48,-5.03,98.92
07/01/2017 00:00,9,0.8,1.8,4.3,7.59,9.54,5.44,99.32
08/01/2017 00:00,16,0,0.6,2.5,7.96,9.98,6.9,98.81
09/01/2017 00:00,10,3.2,3.6,7.5,7.46,9.78,2.91,97.33
10/01/2017 00:00,21,0,3.4,5.6,6.15,8.67,2.53,92.7
11/01/2017 00:00,20,0.2,5.3,10.8,7.57,10.07,3.78,78.07
12/01/2017 00:00,11,6,3.5,6.2,3.98,6.2,0.72,88.96
13/01/2017 00:00,22,6.4,5.9,10.7,2.37,5.88,0.44,80.07
14/01/2017 00:00,29,0,2.9,5.1,1.45,5.31,-0.66,88.46
15/01/2017 00:00,7,6,1.7,4.1,3.47,8.04,-0.37,99.19
16/01/2017 00:00,13,2,0.7,2.8,3.45,5.52,1.84,98.52
17/01/2017 00:00,31,0.2,0.7,3.1,0.91,4.98,-2.49,94.77
18/01/2017 00:00,31,0.2,0.3,1.8,-0.35,4.35,-4.41,91.46
19/01/2017 00:00,31,0,0.1,1.1,1.5,6.65,-1.54,93.12
20/01/2017 00:00,39,0.2,1,3.2,0.42,6.72,-5.34,90.54
21/01/2017 00:00,14,0.2,1.5,4.2,1.12,4.74,-3.86,97.44
22/01/2017 00:00,39,0.2,0.4,2.3,-1.7,4.36,-7.1,95.99
23/01/2017 00:00,27,0.2,0.2,2.2,1.27,4.89,-1.08,99.19
24/01/2017 00:00,40,0.2,0.4,2.6,2.02,8.81,-1.15,96.81
25/01/2017 00:00,14,0.4,1.9,4.8,0.6,3.25,-3.13,99.33
26/01/2017 00:00,7,0,3.6,5.8,-1.04,0.78,-4.18,96.1
27/01/2017 00:00,27,0.2,2.4,5.6,1.03,4.89,-4.21,98.13
28/01/2017 00:00,32,0.2,3.6,7.1,5.98,9.59,1.1,90.92
29/01/2017 00:00,22,6.2,2.8,6.2,4.68,7.6,0.71,99.12
30/01/2017 00:00,9,0,1.4,4.3,5.72,6.87,4.44,98.16
31/01/2017 00:00,16,6.2,4.3,6.4,5.16,6.29,4.49,97
01/02/2017 00:00,14,7.8,4,5.3,8.85,11.24,6.28,99.31
02/02/2017 00:00,23,0,5.9,9,10.33,11.26,9.44,95.02
03/02/2017 00:00,49,0,5.1,8.8,8.34,11.04,5.44,89.31
04/02/2017 00:00,37,0,1.8,9.5,3.46,9.13,-0.05,93.73
05/02/2017 00:00,29,0.4,1.7,3.7,3.64,7.71,0.44,98.85
06/02/2017 00:00,41,3.2,1.6,6.3,3.09,7.65,-2.88,97.14
07/02/2017 00:00,22,4.6,2.3,5.8,4.79,8.04,0.53,98.62
08/02/2017 00:00,21,0.6,1.8,4.1,2.8,4.42,0.6,95.78
09/02/2017 00:00,11,0,2.1,3.5,1.32,2.02,0.59,92.22
10/02/2017 00:00,17,0.2,2.5,5.3,1.33,3.08,0.8,95.85
11/02/2017 00:00,9,1.6,2.4,4.5,1.6,2.98,0.04,96.64
12/02/2017 00:00,8,5,3.7,5.9,2.4,4.02,0.85,99.28
13/02/2017 00:00,66,0,5.1,7.9,4.73,9.29,2.85,92.92
14/02/2017 00:00,60,0,3,5.6,5.73,11.24,1.53,91.33
15/02/2017 00:00,45,2.4,2.7,6.6,8.7,13.15,5.28,98
16/02/2017 00:00,60,0.2,3.3,6.4,7.95,11.21,5.11,92.88
17/02/2017 00:00,46,0,1.4,3.7,8.34,11.86,5.09,95.77
18/02/2017 00:00,29,0,2.4,4.4,6.49,9.38,3.13,98.19
19/02/2017 00:00,39,0,3,5.3,8.43,11.5,4,94.57
20/02/2017 00:00,63,0,4.4,6.9,12.36,17.86,9.47,93.16
21/02/2017 00:00,38,0.2,3.8,8.9,11.07,13.52,9.41,96.15
22/02/2017 00:00,25,1.8,5,9.9,10.63,11.86,9.2,96.74
23/02/2017 00:00,51,0,8.9,17.2,8.89,10.97,4.32,82.95
24/02/2017 00:00,54,0,2.8,6.2,4.76,8.13,2.41,85.3
25/02/2017 00:00,21,2,5.3,8.6,8.05,10.83,4.11,89.41
26/02/2017 00:00,64,1.4,6.1,10.2,10.37,12.52,8.64,87.61
27/02/2017 00:00,41,1.8,4.4,7.4,7.2,10.24,3.07,91.26
28/02/2017 00:00,74,3,4.1,8.3,4.14,7.93,1.53,91.89
01/03/2017 00:00,70,1.4,3.3,7.1,6.28,9.74,2.08,89.73
02/03/2017 00:00,70,1.2,5.5,10.6,6.63,10.69,2.83,73.31
03/03/2017 00:00,27,3.8,3.2,6,5.99,8.93,1.16,99.23
04/03/2017 00:00,69,1.4,2.6,5,8.29,11.37,6.27,87.64
05/03/2017 00:00,39,4.2,4.8,9.6,6.51,10.52,4.28,91.84
06/03/2017 00:00,84,2.2,3,7.1,6.21,10.78,2.51,92.05
07/03/2017 00:00,98,0,2.1,4.1,5.57,9.9,0.72,88.44
08/03/2017 00:00,55,4.6,3.4,6.2,9.4,13.25,4.66,90.86
09/03/2017 00:00,127,0,3.1,8.1,9.49,14.26,2.66,82.74
10/03/2017 00:00,66,0,2.3,5.8,8.34,13.1,1.99,94.26
11/03/2017 00:00,73,0,2.1,4.1,11.06,15.48,7.86,94.74
12/03/2017 00:00,41,0.6,0.8,3.7,9.93,12.27,7.06,96.88
13/03/2017 00:00,120,0,2.3,4.5,9.8,14.65,3.95,85.16
